year,volume,issue
1984,312,5990
1984,312,5989
1984,311,5988
1984,311,5987
1984,311,5986
1984,311,5985
1984,311,5984
1984,311,5983
1984,311,5982
1984,311,5981
1984,310,5980
1984,310,5979
1984,310,5978
1984,310,5977
1984,310,5976
1984,310,5975
1984,310,5974
1984,310,5973
1984,310,5972
1984,309,5971
1984,309,5970
1984,309,5969
1984,309,5968
1984,309,5967
1984,309,5966
1984,309,5965
1984,309,5964
1984,309,5963
1984,308,5962
1984,308,5961
1984,308,5960
1984,308,5959
1984,308,5958
1984,308,5957
1984,308,5956
1984,308,5955
1984,308,5954
1984,307,5953
1984,307,5952
1984,307,5951
1984,307,5950
1984,307,5949
1984,307,5948
1984,307,5947
1984,307,5946
1983,306,5945
1983,306,5944
1983,306,5943
1983,306,5942
1983,306,5941
1983,306,5940
1983,306,5939
1983,306,5938
1983,305,5937
1983,305,5936
1983,305,5935
1983,305,5934
1983,305,5933
1983,305,5932
1983,305,5931
1983,305,5930
1983,305,5929
1983,304,5928
1983,304,5927
1983,304,5926
1983,304,5925
1983,304,5924
1983,304,5923
1983,304,5922
1983,304,5921
1983,303,5920
1983,303,5919
1983,303,5918
1983,303,5917
1983,303,5916
1983,303,5915
1983,303,5914
1983,303,5913
1983,303,5912
1983,302,5911
1983,302,5910
1983,302,5909
1983,302,5908
1983,302,5907
1983,302,5906
1983,302,5905
1983,302,5904
1983,302,5903
1983,301,5902
1983,301,5901
1983,301,5900
1983,301,5899
1983,301,5898
1983,301,5897
1983,301,5896
1983,301,5895
1982,300,5894
1982,300,5893
1982,300,5892
1982,300,5891
1982,300,5890
1982,300,5889
1982,300,5888
1982,300,5887
1982,299,5886
1982,299,5885
1982,299,5884
1982,299,5883
1982,299,5882
1982,299,5881
1982,299,5880
1982,299,5879
1982,299,5878
1982,298,5877
1982,298,5876
1982,298,5875
1982,298,5874
1982,298,5873
1982,298,5872
1982,298,5871
1982,298,5870
1982,298,5869
1982,297,5868
1982,297,5867
1982,297,5866
1982,297,5865
1982,297,5864
1982,297,5863
1982,297,5862
1982,297,5861
1982,296,5860
1982,296,5859
1982,296,5858
1982,296,5857
1982,296,5856
1982,296,5855
1982,296,5854
1982,296,5853
1982,296,5852
1982,295,5851
1982,295,5850
1982,295,5849
1982,295,5848
1982,295,5847
1982,295,5846
1982,295,5845
1982,295,5844
1981,294,5843
1981,294,5842
1981,294,5841
1981,294,5840
1981,294,5839
1981,294,5838
1981,294,5837
1981,294,5836
1981,293,5835
1981,293,5834
1981,293,5833
1981,293,5832
1981,293,5831
1981,293,5830
1981,293,5829
1981,293,5828
1981,293,5827
1981,292,5826
1981,292,5825
1981,292,5824
1981,292,5823
1981,292,5822
1981,292,5821
1981,292,5820
1981,292,5819
1981,292,5818
1981,291,5817
1981,291,5816
1981,291,5815
1981,291,5814
1981,291,5813
1981,291,5812
1981,291,5811
1981,291,5810
1981,290,5809
1981,290,5808
1981,290,5807
1981,290,5806
1981,290,5805
1981,290,5804
1981,290,5803
1981,290,5802
1981,290,5801
1981,289,5800
1981,289,5799
1981,289,5798
1981,289,5797
1981,289,5796
1981,289,5795
1981,289,5794
1981,289,5793
1980,288,5792
1980,288,5791
1980,288,5790
1980,288,5789
1980,288,5788
1980,288,5787
1980,288,5786
1980,287,5785
1980,287,5784
1980,287,5783
1980,287,5782
1980,287,5781
1980,287,5780
1980,287,5779
1980,287,5778
1980,287,5777
1980,286,5776
1980,286,5775
1980,286,5774
1980,286,5773
1980,286,5772
1980,286,5771
1980,286,5770
1980,286,5769
1980,286,5768
1980,285,5767
1980,285,5766
1980,285,5765
1980,285,5764
1980,285,5763
1980,285,5762
1980,285,5761
1980,285,5760
1980,285,5759
1980,284,5758
1980,284,5757
1980,284,5756
1980,284,5755
1980,284,5754
1980,284,5753
1980,284,5752
1980,284,5751
1980,283,5750
1980,283,5749
1980,283,5748
1980,283,5747
1980,283,5746
1980,283,5745
1980,283,5744
1980,283,5743
1980,283,5742
1979,282,5741
1979,282,5740
1979,282,5739
1979,282,5738
1979,282,5737
1979,282,5736
1979,282,5735
1979,282,5734
1979,281,5733
1979,281,5732
1979,281,5731
1979,281,5730
1979,281,5729
1979,281,5728
1979,281,5727
1979,281,5726
1979,280,5725
1979,280,5724
1979,280,5723
1979,280,5722
1979,280,5721
1979,280,5720
1979,280,5719
1979,280,5718
1979,280,5717
1979,279,5716
1979,279,5715
1979,279,5714
1979,279,5713
1979,279,5712
1979,279,5711
1979,279,5710
1979,279,5709
1979,279,5708
1979,278,5707
1979,278,5706
1979,278,5705
1979,278,5704
1979,278,5703
1979,278,5702
1979,278,5701
1979,278,5700
1979,278,5699
1979,277,5698
1979,277,5697
1979,277,5696
1979,277,5695
1979,277,5694
1979,277,5693
1979,277,5692
1979,277,5691
1978,276,5690
1978,276,5689
1978,276,5688
1978,276,5687
1978,276,5686
1978,276,5685
1978,276,5684
1978,276,5683
1978,275,5682
1978,275,5681
1978,275,5680
1978,275,5679
1978,275,5678
1978,275,5677
1978,275,5676
1978,275,5675
1978,274,5674
1978,274,5673
1978,274,5672
1978,274,5671
1978,274,5670
1978,274,5669
1978,274,5668
1978,274,5667
1978,274,5666
1978,273,5665
1978,273,5664
1978,273,5663
1978,273,5662
1978,273,5661
1978,273,5660
1978,273,5659
1978,273,5658
1978,273,5657
1978,272,5656
1978,272,5655
1978,272,5654
1978,272,5653
1978,272,5652
1978,272,5651
1978,272,5650
1978,272,5649
1978,272,5648
1978,271,5647
1978,271,5646
1978,271,5645
1978,271,5644
1978,271,5643
1978,271,5642
1978,271,5641
1978,271,5640
1977,270,5639
1977,270,5638
1977,270,5637
1977,270,5636
1977,270,5635
1977,270,5634
1977,270,5633
1977,270,5632
1977,269,5631
1977,269,5630
1977,269,5629
1977,269,5628
1977,269,5627
1977,269,5626
1977,269,5625
1977,269,5624
1977,269,5623
1977,268,5622
1977,268,5621
1977,268,5620
1977,268,5619
1977,268,5618
1977,268,5617
1977,268,5616
1977,268,5615
1977,267,5614
1977,267,5613
1977,267,5612
1977,267,5611
1977,267,5610
1977,267,5609
1977,267,5608
1977,267,5607
1977,267,5606
1977,266,5605
1977,266,5604
1977,266,5603
1977,266,5602
1977,266,5601
1977,266,5600
1977,266,5599
1977,266,5598
1977,266,5597
1977,265,5596
1977,265,5595
1977,265,5594
1977,265,5593
1977,265,5592
1977,265,5591
1977,265,5590
1977,265,5589
1976,264,5588
1976,264,5587
1976,264,5586
1976,264,5585
1976,264,5584
1976,264,5583
1976,264,5582
1976,264,5581
1976,263,5580
1976,263,5579
1976,263,5578
1976,263,5577
1976,263,5576
1976,263,5575
1976,263,5574
1976,263,5573
1976,263,5572
1976,262,5571
1976,262,5570
1976,262,5569
1976,262,5568
1976,262,5567
1976,262,5566
1976,262,5565
1976,262,5564
1976,262,5563
1976,261,5562
1976,261,5561
1976,261,5560
1976,261,5559
1976,261,5558
1976,261,5557
1976,261,5556
1976,261,5555
1976,260,5554
1976,260,5553
1976,260,5552
1976,260,5551
1976,260,5550
1976,260,5549
1976,260,5548
1976,260,5547
1976,260,5546
1976,259,5545
1976,259,5544
1976,259,5543
1976,259,5542
1976,259,5541
1976,259,5540
1976,259,5539
1976,259,5538
1975,258,5537
1975,258,5536
1975,258,5535
1975,258,5534
1975,258,5533
1975,258,5532
1975,258,5531
1975,258,5530
1975,257,5529
1975,257,5528
1975,257,5527
1975,257,5526
1975,257,5525
1975,257,5524
1975,257,5523
1975,257,5522
1975,257,5521
1975,256,5520
1975,256,5519
1975,256,5518
1975,256,5517
1975,256,5516
1975,256,5515
1975,256,5514
1975,256,5513
1975,256,5512
1975,255,5511
1975,255,5510
1975,255,5509
1975,255,5508
1975,255,5507
1975,255,5506
1975,255,5505
1975,255,5504
1975,255,5503
1975,254,5502
1975,254,5501
1975,254,5500
1975,254,5499
1975,254,5498
1975,254,5497
1975,254,5496
1975,254,5495
1975,253,5494
1975,253,5493
1975,253,5492
1975,253,5491
1975,253,5490
1975,253,5489
1975,253,5488
1975,253,5487
1975,253,5486
